time,ppg
1710812398080,2109790
1710812398121,2111163
1710812398160,2112619
1710812398201,2111414
1710812398241,2107061
1710812398281,2102195
1710812398321,2098957
1710812398361,2097244
1710812398402,2096944
1710812398441,2097363
1710812398481,2097455
1710812398521,2096711
1710812398561,2095646
1710812398602,2094753
1710812398642,2094440
1710812398682,2094745
1710812398722,2095419
1710812398762,2096286
1710812398803,2097368
1710812398842,2098492
1710812398882,2097366
1710812398923,2091760
1710812398963,2085358
1710812399003,2080616
1710812399043,2077907
1710812399083,2076433
1710812399123,2076087
1710812399163,2075872
1710812399204,2074630
1710812399244,2072799
1710812399284,2071451
1710812399324,2070710
1710812399364,2070604
1710812399405,2071121
1710812399444,2071841
1710812399484,2072827
1710812399524,2073869
1710812399564,2073672
1710812399605,2068264
1710812399645,2060835
1710812399685,2054800
1710812399725,2051059
1710812399765,2048871
1710812399806,2047951
1710812399845,2047588
1710812399885,2046551
1710812399925,2044763
1710812399965,2043160
1710812400006,2042383
1710812400046,2042229
1710812400086,2043012
1710812400126,2043883
1710812400166,2044870
1710812400207,2046269
1710812400246,2047590
1710812400286,2047460
1710812400326,2042038
1710812400366,2034540
1710812400407,2029075
1710812400447,2025832
1710812400487,2024149
1710812400527,2023619
1710812400567,2023523
1710812400608,2022502
1710812400647,2021278
1710812400687,2020398
1710812400725,2020085
1710812400765,2020591
1710812400806,2021755
1710812400845,2023241
1710812400885,2025023
1710812400925,2026687
1710812400965,2028537
1710812401006,2030202
1710812401046,2028294
1710812401086,2022545
1710812401126,2016775
1710812401166,2013257
1710812401207,2011641
1710812401246,2011251
1710812401286,2011672
1710812401327,2011939
1710812401367,2011394
1710812401407,2010861
1710812401447,2010697
1710812401487,2011462
1710812401527,2012821
1710812401567,2014379
1710812401608,2016349
1710812401647,2018514
1710812401688,2020513
1710812401728,2022562
1710812401768,2024860
1710812401809,2025401
1710812401848,2021598
1710812401888,2016661
1710812401928,2013431
1710812401968,2012196
1710812402009,2012242
1710812402049,2013185
1710812402089,2014028
1710812402129,2014429
1710812402169,2014278
1710812402210,2014499
1710812402249,2015224
1710812402289,2016862
1710812402330,2018682
1710812402370,2020899
1710812402410,2022998
1710812402450,2025314
1710812402490,2027662
1710812402530,2030017
1710812402570,2032385
1710812402611,2032156
1710812402650,2028822
1710812402691,2025184
1710812402731,2023539
1710812402771,2023369
1710812402812,2024434
1710812402851,2026097
1710812402891,2027263
1710812402931,2027934
1710812402971,2028213
1710812403012,2029074
1710812403052,2030331
1710812403092,2032203
1710812403132,2034323
1710812403172,2036652
1710812403213,2039087
1710812403252,2041437
1710812403293,2043782
1710812403333,2046283
1710812403373,2048361
1710812403414,2047592
1710812403453,2044501
1710812403493,2042239
1710812403514,2041744
1710812403554,2042619
1710812403595,2044343
1710812403634,2046345
1710812403674,2047579
1710812403714,2048349
1710812403754,2049032
1710812403795,2050167
1710812403834,2051617
1710812403875,2053558
1710812403915,2055880
1710812403955,2058209
1710812403996,2060553
1710812404035,2062913
1710812404075,2065176
1710812404115,2067552
1710812404155,2067891
1710812404196,2065722
1710812404236,2063320
1710812404275,2062544
1710812404316,2063168
1710812404356,2064773
1710812404396,2066702
1710812404436,2068400
1710812404476,2069347
1710812404516,2070138
1710812404556,2070921
1710812404597,2072296
1710812404636,2073986
1710812404676,2075940
1710812404717,2078100
1710812404757,2080332
1710812404798,2082406
1710812404837,2084612
1710812404877,2086708
1710812404917,2087011
1710812404957,2085151
1710812404998,2082798
1710812405037,2081776
1710812405078,2082055
1710812405118,2083523
1710812405158,2085433
1710812405199,2086906
1710812405238,2087809
1710812405278,2088472
1710812405318,2089218
1710812405358,2090218
1710812405399,2091662
1710812405439,2093350
1710812405478,2095087
1710812405519,2097176
1710812405559,2099018
1710812405600,2100969
1710812405639,2101688
1710812405679,2099745
1710812405719,2097200
1710812405759,2095753
1710812405800,2095643
1710812405839,2096573
1710812405880,2098263
1710812405920,2099743
1710812405960,2100521
1710812406001,2100935
1710812406040,2101389
1710812406080,2102012
1710812406120,2103040
1710812406160,2104501
1710812406201,2106084
1710812406241,2107674
1710812406281,2109388
1710812406321,2110466
1710812406361,2108343
1710812406402,2104769
1710812406441,2101861
1710812406481,2100385
1710812406521,2100433
1710812406561,2101337
1710812406602,2102447
1710812406642,2102773
1710812406682,2102629
1710812406722,2102244
1710812406762,2102298
1710812406803,2102797
1710812406842,2103647
1710812406882,2104890
1710812406922,2106006
1710812406962,2107471
1710812407003,2108011
1710812407043,2104518
1710812407083,2099318
1710812407123,2094892
1710812407163,2092613
1710812407204,2091431
1710812407243,2091529
1710812407283,2091888
1710812407323,2091395
1710812407364,2090284
1710812407404,2089193
1710812407444,2088514
1710812407484,2088476
1710812407524,2088928
1710812407564,2089686
1710812407605,2090764
1710812407645,2091961
1710812407685,2091757
1710812407725,2086941
1710812407765,2080490
1710812407806,2075099
1710812407845,2071928
1710812407885,2070268
1710812407925,2069955
1710812407966,2069761
1710812408006,2068829
1710812408046,2067212
1710812408086,2065581
1710812408126,2064849
1710812408166,2064709
1710812408207,2065075
1710812408246,2065962
1710812408287,2066869
1710812408327,2068007
1710812408367,2068455
1710812408408,2063778
1710812408447,2056409
1710812408487,2050070
1710812408527,2046144
1710812408568,2043535
1710812408608,2042580
1710812408648,2042314
1710812408688,2041332
1710812408728,2039822
1710812408768,2038382
1710812408809,2037694
1710812408848,2037748
1710812408891,2038409
1710812408929,2039613
1710812408969,2040791
1710812409010,2042323
1710812409049,2043766
1710812409089,2044033
1710812409129,2039191
1710812409170,2031847
1710812409210,2025962
1710812409250,2022341
1710812409290,2020278
1710812409330,2019580
1710812409370,2019454
1710812409411,2018800
1710812409450,2017595
1710812409490,2016513
1710812409531,2016280
1710812409571,2016818
1710812409612,2017905
1710812409651,2019519
1710812409691,2021226
1710812409731,2023163
1710812409772,2025001
1710812409812,2026905
1710812409852,2020613
1710812409892,2014400
1710812409932,2010174
1710812409972,2008056
1710812410013,2007312
1710812410052,2007715
1710812410092,2007746
1710812410132,2007439
1710812410172,2006839
1710812410213,2006513
1710812410252,2007037
1710812410292,2008294
1710812410332,2009985
1710812410373,2011967
1710812410413,2014071
1710812410453,2016181
1710812410493,2018467
1710812410533,2020794
1710812410573,2023211
1710812410614,2023869
1710812410653,2019983
1710812410693,2014844
1710812410734,2011325
1710812410773,2009777
1710812410814,2009532
1710812410854,2010403
1710812410894,2011331
1710812410934,2011543
1710812410974,2011303
1710812411015,2011536
1710812411054,2012416
1710812411097,2013885
1710812411134,2015788
1710812411175,2018065
1710812411215,2020467
1710812411255,2022844
1710812411295,2025209
1710812411335,2027530
1710812411375,2029989
1710812411416,2032609
1710812411455,2032404
1710812411495,2028985
1710812411535,2025278
1710812411576,2023280
1710812411616,2023108
1710812411656,2024017
1710812411696,2025489
1710812411736,2026665
1710812411776,2027148
1710812411817,2027488
1710812411856,2028084
1710812411896,2029439
1710812411937,2031215
1710812411977,2033338
1710812412018,2035584
1710812412057,2038096
1710812412097,2040429
1710812412137,2042786
1710812412177,2045120
1710812412218,2047587
1710812412258,2050026
1710812412298,2050232
1710812412338,2047340
1710812412378,2044484
1710812412419,2042998
1710812412458,2043186
1710812412498,2044622
1710812412538,2046354
1710812412578,2047821
1710812412619,2048496
1710812412659,2048964
1710812412699,2049687
1710812412741,2050979
1710812412781,2052774
1710812412822,2054877
1710812412861,2057050
1710812412901,2059217
1710812412941,2061608
1710812412981,2063989
1710812413022,2066112
1710812413062,2068507
1710812413102,2070739
1710812413142,2070975
1710812413182,2068519
1710812413223,2065988
1710812413262,2064932
1710812413302,2065321
1710812413342,2066856
1710812413383,2068828
1710812413423,2070411
1710812413463,2071361
1710812413503,2071937
1710812413543,2072730
1710812413583,2074022
1710812413624,2075562
1710812413663,2077585
1710812413703,2079665
1710812413744,2081973
1710812413784,2084116
1710812413824,2086175
1710812413864,2088219
1710812413904,2090540
1710812413944,2092055
1710812413984,2090898
1710812414025,2088321
1710812414064,2086552
1710812414105,2086092
1710812414145,2086910
1710812414185,2088721
1710812414226,2090448
1710812414265,2091755
1710812414305,2092575
1710812414345,2093137
1710812414385,2094073
1710812414426,2095213
1710812414466,2096757
1710812414506,2098614
1710812414546,2100497
1710812414586,2102548
1710812414627,2104408
1710812414666,2106364
1710812414707,2108221
1710812414747,2109641
1710812414787,2108209
1710812414828,2105574
1710812414867,2103716
1710812414907,2103120
1710812414947,2103673
1710812414987,2105318
1710812415028,2106992
1710812415067,2107971
1710812415107,2108508
1710812415148,2108945
1710812415188,2109508
1710812415228,2110460
1710812415268,2111772
1710812415308,2113380
1710812415348,2114912
1710812415388,2116575
1710812415429,2118328
1710812415469,2119838
1710812415509,2119510
1710812415549,2116866
1710812415589,2114188
1710812415630,2112595
1710812415669,2112360
1710812415709,2113289
1710812415750,2114700
1710812415790,2115910
1710812415830,2116189
1710812415870,2116378
1710812415910,2116509
1710812415950,2117002
1710812415990,2117878
1710812416031,2119004
1710812416071,2120237
1710812416111,2121624
1710812416151,2123152
1710812416191,2124153
1710812416232,2121863
1710812416271,2117926
1710812416311,2114273
1710812416352,2112214
1710812416392,2111528
1710812416433,2111861
1710812416472,2112613
1710812416512,2112818
1710812416552,2112285
1710812416592,2111481
1710812416633,2111127
1710812416672,2111097
1710812416712,2111490
1710812416753,2112326
1710812416792,2113260
1710812416833,2114363
1710812416873,2115379
1710812416913,2113065
1710812416953,2107811
1710812416993,2102408
1710812417034,2098548
1710812417073,2096423
1710812417113,2095607
1710812417153,2095807
1710812417193,2095468
1710812417234,2094275
1710812417274,2092702
1710812417314,2091514
1710812417354,2090909
1710812417394,2090932
1710812417435,2091394
1710812417474,2092061
1710812417514,2093014
1710812417554,2094004
1710812417595,2092559
1710812417635,2086744
1710812417675,2079940
1710812417715,2074822
1710812417755,2071565
1710812417795,2069839
1710812417836,2069423
1710812417875,2068870
1710812417915,2067492
1710812417955,2065667
1710812417995,2063934
1710812418036,2063043
1710812418076,2062879
1710812418116,2063431
1710812418156,2064074
1710812418196,2064932
1710812418237,2066014
1710812418276,2066752
1710812418316,2062969
1710812418356,2055861
1710812418396,2049258
1710812418437,2044939
1710812418476,2042374
1710812418517,2041154
1710812418557,2040817
1710812418597,2040001
1710812418638,2038467
1710812418677,2036743
1710812418717,2035777
1710812418757,2035523
1710812418797,2035947
1710812418838,2036795
1710812418877,2038027
1710812418918,2039432
1710812418958,2040703
1710812418998,2042247
1710812419039,2042854
1710812419078,2038371
1710812419118,2031402
1710812419158,2025532
1710812419198,2021937
1710812419239,2019862
1710812419279,2019020
1710812419319,2018796
1710812419359,2018121
1710812419399,2016807
1710812419440,2015589
1710812419479,2015128
1710812419519,2015393
1710812419559,2016364
1710812419599,2017710
1710812419640,2019241
1710812419680,2021048
1710812419720,2022871
1710812419760,2024637
1710812419800,2026408
1710812419841,2027287
1710812419880,2023166
1710812419920,2016960
1710812419960,2012073
1710812420001,2009326
1710812420041,2008027
1710812420081,2007819
1710812420121,2008076
1710812420161,2007872
1710812420201,2007043
1710812420242,2006503
1710812420281,2006728
1710812420321,2007506
1710812420362,2008997
1710812420402,2010850
1710812420443,2012829
1710812420482,2014932
1710812420522,2017155
1710812420562,2019343
1710812420602,2021586
1710812420643,2023831
1710812420683,2023260
1710812420723,2018652
1710812420763,2013914
1710812420803,2011188
1710812420844,2010171
1710812420883,2010402
1710812420923,2011372
1710812420964,2012202
1710812421004,2012227
1710812421045,2011949
1710812421084,2012189
1710812421124,2013108
1710812421164,2014676
1710812421205,2016542
1710812421245,2018696
1710812421285,2021041
1710812421325,2023360
1710812421365,2025617
1710812421405,2027989
1710812421446,2030424
1710812421485,2032574
1710812421525,2031174
1710812421566,2027338
1710812421606,2024009
1710812421647,2022425
1710812421686,2022768
1710812421726,2023924
1710812421766,2025514
1710812421807,2026671
1710812421847,2026937
1710812421887,2027117
1710812421927,2027987
1710812421967,2029325
1710812422007,2031242
1710812422048,2033328
1710812422087,2035587
1710812422128,2038221
1710812422168,2040513
1710812422208,2042795
1710812422249,2045006
1710812422288,2047722
1710812422328,2048988
1710812422368,2046824
1710812422409,2043533
1710812422449,2041476
1710812422489,2041129
1710812422529,2042153
1710812422569,2044039
1710812422609,2045688
1710812422650,2046714
1710812422689,2047384
1710812422730,2047921
1710812422770,2049201
1710812422810,2050664
1710812422851,2052560
1710812422890,2054722
1710812422930,2056966
1710812422970,2061500
1710812423011,2063715
1710812423051,2066201
1710812423091,2068061
1710812423131,2066872
1710812423171,2064023
1710812423211,2061863
1710812423252,2061261
1710812423291,2062060
1710812423331,2063787
1710812423371,2065617
1710812423411,2067108
1710812423452,2067902
1710812423492,2068508
1710812423532,2069461
1710812423572,2070708
1710812423612,2072390
1710812423653,2074395
1710812423692,2076508
1710812423732,2078599
1710812423772,2080758
1710812423812,2082846
1710812423853,2085008
1710812423893,2085311
1710812423933,2083138
1710812423973,2080689
1710812424013,2079352
1710812424054,2079457
1710812424093,2080821
1710812424133,2082733
1710812424173,2084397
1710812424213,2085486
1710812424254,2086207
1710812424294,2086872
1710812424334,2087749
1710812424374,2089177
1710812424414,2090787
1710812424455,2092588
1710812424494,2094551
1710812424534,2096609
1710812424574,2098651
1710812424614,2100081
1710812424655,2098688
1710812424695,2095893
1710812424735,2093249
1710812424775,2092312
1710812424815,2092482
1710812424856,2093736
1710812424895,2095444
1710812424935,2096481
1710812424975,2097032
1710812425015,2097231
1710812425056,2097609
1710812425096,2098483
1710812425136,2099613
1710812425176,2101104
1710812425216,2102737
1710812425257,2104388
1710812425296,2106192
1710812425336,2107224
1710812425376,2104845
1710812425417,2100873
1710812425457,2097518
1710812425497,2095681
1710812425537,2095131
1710812425577,2095739
1710812425617,2096765
1710812425658,2097108
1710812425697,2097030
1710812425738,2096528
1710812425778,2096489
1710812425818,2096710
1710812425859,2097529
1710812425898,2098457
1710812425938,2099809
1710812425978,2101151
1710812426018,2102560
1710812426059,2102740
1710812426099,2098888
1710812426139,2093643
1710812426179,2089243
1710812426219,2086591
1710812426260,2085556
1710812426299,2085604
1710812426339,2086035
1710812426380,2085897
1710812426420,2084876
1710812426460,2083878
1710812426500,2083166
1710812426540,2083235
1710812426580,2083804
1710812426620,2084644
1710812426661,2085696
1710812426701,2086794
1710812426741,2088131
1710812426781,2087554
1710812426821,2082535
1710812426862,2076032
1710812426901,2070908
1710812426941,2067847
1710812426982,2066337
1710812427022,2065974
1710812427062,2065909
1710812427102,2065265
1710812427142,2064032
1710812427182,2062694
1710812427223,2062022
1710812427263,2062035
1710812427303,2062871
1710812427343,2063785
1710812427383,2065031
1710812427423,2066319
1710812427464,2067751
1710812427503,2068595
1710812427544,2064735
1710812427584,2057900
1710812427624,2051503
1710812427665,2047396
1710812427704,2045198
1710812427744,2044037
1710812427784,2043910
1710812427825,2043346
1710812427865,2042193
1710812427905,2040629
1710812427945,2039679
1710812427985,2039603
1710812428025,2040323
1710812428066,2041280
1710812428106,2042453
1710812428146,2044044
1710812428186,2045656
1710812428226,2047110
1710812428267,2048725
1710812428307,2046847
1710812428347,2040751
1710812428387,2034184
1710812428427,2029784
1710812428468,2027398
1710812428507,2026519
1710812428548,2026419
1710812428588,2026460
1710812428628,2025649
1710812428669,2024684
1710812428708,2023865
1710812428748,2023951
1710812428789,2024678
1710812428829,2025914
1710812428870,2027702
1710812428909,2029478
1710812428949,2031466
1710812428989,2033339
1710812429029,2035378
1710812429070,2037362
1710812429109,2036650
1710812429150,2031731
1710812429190,2025991
1710812429230,2022202
1710812429271,2020404
1710812429310,2020049
1710812429350,2020547
1710812429390,2021207
1710812429430,2021036
1710812429471,2020599
1710812429511,2020339
1710812429551,2020665
1710812429591,2021777
1710812429631,2023312
1710812429672,2025291
1710812429711,2027358
1710812429751,2029457
1710812429791,2031651
1710812429831,2033735
1710812429872,2036113
1710812429912,2038330
1710812429952,2037335
1710812429992,2032964
1710812430032,2028384
1710812430073,2026129
1710812430112,2025441
1710812430152,2026186
1710812430192,2027611
1710812430233,2028661
1710812430273,2028927
1710812430313,2028943
1710812430353,2029229
1710812430393,2030245
1710812430433,2031731
1710812430474,2033634
1710812430513,2035899
1710812430554,2038215
1710812430594,2040428
1710812430634,2042768
1710812430675,2045075
1710812430714,2047615
1710812430754,2049773
1710812430794,2048705
1710812430834,2045154
1710812430875,2041870
1710812430915,2040299
1710812430955,2040385
1710812430995,2041776
1710812431035,2043552
1710812431076,2044946
1710812431115,2045780
1710812431155,2046269
1710812431196,2046941
1710812431235,2048129
1710812431276,2049855
1710812431316,2051892
1710812431356,2054155
1710812431396,2056439
1710812431436,2058771
1710812431477,2061105
1710812431516,2063541
1710812431557,2065736
1710812431597,2068028
1710812431637,2067554
1710812431678,2064698
1710812431717,2061860
1710812431757,2060566
1710812431797,2060925
1710812431837,2062307
1710812431878,2064247
1710812431918,2065879
1710812431958,2066858
1710812431998,2067309
1710812432038,2067991
1710812432079,2069088
1710812432118,2070692
1710812432159,2072384
1710812432199,2074515
1710812432239,2076626
1710812432280,2078874
1710812432319,2080897
1710812432359,2083260
1710812432400,2085263
1710812432439,2085110
1710812432480,2082451
1710812432520,2080075
1710812432560,2078838
1710812432600,2078938
1710812432640,2080250
1710812432681,2082295
1710812432721,2083991
1710812432761,2084879
1710812432801,2085349
1710812432841,2085960
1710812432882,2086720
1710812432921,2087954
1710812432961,2089671
1710812433002,2091466
1710812433042,2093344
1710812433082,2095252
1710812433122,2097160
1710812433162,2098889
1710812433202,2097404
1710812433242,2094278
1710812433283,2091302
1710812433323,2089629
1710812433363,2089520
1710812433403,2090429
1710812433443,2091929
1710812433484,2093059
1710812433523,2093295
1710812433563,2093381
1710812433604,2093308
1710812433644,2094006
1710812433685,2094926
1710812433724,2096227
1710812433764,2097649
1710812433804,2099215
1710812433845,2100852
1710812433885,2102299
1710812433925,2101220
1710812433965,2097113
1710812434005,2092919
1710812434045,2090010
1710812434086,2088685
1710812434125,2088765
1710812434166,2089519
1710812434206,2089977
1710812434246,2089685
1710812434287,2088874
1710812434326,2088373
1710812434366,2088245
1710812434406,2088580
1710812434447,2089405
1710812434487,2090509
1710812434527,2091607
1710812434567,2092775
1710812434607,2094041
1710812434647,2092514
1710812434688,2087457
1710812434728,2078390
1710812434768,2076047
1710812434808,2075240
1710812434848,2075478
1710812434888,2075409
1710812434928,2074563
1710812434968,2073226
1710812435008,2072117
1710812435048,2071561
1710812435089,2071886
1710812435128,2072397
1710812435168,2073326
1710812435209,2074302
1710812435249,2075469
1710812435290,2076685
1710812435329,2076028
1710812435369,2070670
1710812435409,2064354
1710812435449,2059327
1710812435490,2056324
1710812435529,2054762
1710812435569,2054251
1710812435610,2053928
1710812435650,2053184
1710812435691,2051397
1710812435730,2050170
1710812435770,2049474
1710812435810,2049524
1710812435850,2050289
1710812435891,2051166
1710812435930,2052361
1710812435971,2053545
1710812436011,2054838
1710812436051,2056258
1710812436092,2056630
1710812436131,2051833
1710812436171,2045204
1710812436211,2039438
1710812436252,2035706
1710812436292,2033797
1710812436332,2032984
1710812436372,2032666
1710812436412,2031870
1710812436452,2030474
1710812436493,2029097
1710812436532,2028365
1710812436572,2028474
1710812436612,2029302
1710812436652,2030372
1710812436693,2031654
1710812436733,2033152
1710812436773,2034799
1710812436813,2036349
1710812436853,2038045
1710812436894,2039810
1710812436933,2038189
1710812436974,2032530
1710812437014,2026486
1710812437054,2022332
1710812437095,2020094
1710812437134,2018992
1710812437174,2018783
1710812437214,2018564
1710812437254,2017985
1710812437295,2016709
1710812437335,2015955
1710812437375,2016126
1710812437415,2016950
1710812437455,2018129
1710812437496,2019695
1710812437535,2021422
1710812437575,2023173
1710812437615,2025182
1710812437655,2026890
1710812437696,2028853
1710812437736,2031073
1710812437776,2031907
1710812437816,2028447
1710812437856,2023244
1710812437897,2019139
1710812437936,2016982
1710812437976,2016393
1710812438017,2016692
1710812438057,2017442
1710812438098,2017470
1710812438137,2017017
1710812438177,2016649
1710812438217,2016936
1710812438257,2017682
1710812438298,2019263
1710812438338,2021014
1710812438378,2023025
1710812438418,2025127
1710812438458,2027239
1710812438499,2029337
1710812438538,2031513
1710812438578,2033745
1710812438619,2036067
1710812438659,2035536
1710812438699,2031556
1710812438739,2027534
1710812438779,2025144
1710812438819,2024574
1710812438859,2025243
1710812438900,2026567
1710812438940,2027532
1710812438980,2027725
1710812439020,2027810
1710812439060,2028083
1710812439101,2029016
1710812439141,2030404
1710812439181,2032359
1710812439221,2034436
1710812439261,2036557
1710812439302,2038922
1710812439341,2041100
1710812439381,2043385
1710812439422,2045510
1710812439462,2047932
1710812439503,2049860
1710812439542,2048045
1710812439582,2044413
1710812439622,2041326
1710812439662,2040193
1710812439703,2040360
1710812439743,2041724
1710812439783,2043463
1710812439823,2044545
1710812439863,2045053
1710812439904,2045357
1710812439943,2046067
1710812439983,2047302
1710812440024,2048968
1710812440064,2050918
1710812440105,2053082
1710812440144,2055305
1710812440184,2057493
1710812440224,2059904
1710812440264,2062035
1710812440305,2064218
1710812440345,2066354
1710812440385,2065668
1710812440425,2062654
1710812440465,2059945
1710812440506,2058667
1710812440546,2058935
1710812440586,2060309
1710812440626,2062181
1710812440666,2063658
1710812440707,2064381
1710812440746,2064891
1710812440786,2065492
1710812440826,2066564
1710812440866,2068044
1710812440907,2069748
1710812440947,2071787
1710812440987,2073912
1710812441027,2075934
1710812441067,2077982
1710812441108,2080153
1710812441147,2081854
1710812441187,2080847
1710812441227,2077724
1710812441267,2075058
1710812441308,2073859
1710812441347,2073962
1710812441388,2075129
1710812441428,2076937
1710812441468,2078179
1710812441509,2078771
1710812441548,2079137
1710812441588,2079697
1710812441628,2080608
1710812441668,2081945
1710812441709,2083679
1710812441749,2085450
1710812441789,2087266
1710812441829,2089152
1710812441869,2091156
1710812441910,2092462
1710812441949,2090572
1710812441989,2086891
1710812442029,2083407
1710812442069,2081671
1710812442110,2081150
1710812442150,2081962
1710812442190,2083299
1710812442230,2084165
1710812442270,2084239
1710812442311,2084020
1710812442350,2084035
1710812442390,2084673
1710812442430,2085703
1710812442471,2087004
1710812442512,2088407
1710812442551,2090012
1710812442591,2091676
1710812442631,2093371
1710812442671,2093002
1710812442712,2088738
1710812442751,2083473
1710812442791,2079705
1710812442832,2077766
1710812442872,2077109
1710812442913,2077545
1710812442952,2078089
1710812442992,2077901
1710812443032,2077089
1710812443072,2076239
1710812443113,2075909
1710812443153,2076498
1710812443193,2077300
1710812443233,2078440
1710812443273,2079881
1710812443314,2081213
1710812443353,2082674
1710812443393,2084234
1710812443433,2083468
1710812443474,2077771
1710812443514,2071121
1710812443554,2065679
1710812443594,2062682
1710812443634,2061124
1710812443674,2060758
1710812443715,2060576
1710812443755,2059587
1710812443795,2058118
1710812443835,2056640
1710812443875,2055960
1710812443916,2055902
1710812443955,2056508
1710812443995,2057570
1710812444036,2058753
1710812444076,2059987
1710812444117,2061276
1710812444156,2062783
1710812444196,2063987
1710812444236,2061145
1710812444276,2054184
1710812444317,2047264
1710812444357,2042311
1710812444397,2039638
1710812444437,2038444
1710812444477,2038050
1710812444518,2037638
1710812444557,2036302
1710812444597,2034763
1710812444638,2033540
1710812444678,2033239
1710812444718,2033545
1710812444758,2034579
1710812444798,2035806
1710812444838,2037120
1710812444878,2038704
1710812444919,2040388
1710812444959,2041808
1710812444999,2043742
1710812445039,2045001
1710812445079,2041536
1710812445120,2034906
1710812445159,2028747
1710812445199,2025099
1710812445239,2023510
1710812445280,2023190
1710812445320,2023538
1710812445360,2023376
1710812445400,2022549
1710812445440,2021469
1710812445480,2020793
1710812445521,2021103
1710812445561,2022125
1710812445601,2023589
1710812445641,2025351
1710812445681,2027258
1710812445722,2029268
1710812445761,2031286
1710812445801,2033326
1710812445842,2035542
1710812445882,2037523
1710812445923,2035925
1710812445962,2030603
1710812446002,2025291
1710812446042,2022331
1710812446082,2021269
1710812446123,2021783
1710812446163,2023007
1710812446203,2023819
1710812446243,2023737
1710812446283,2023425
1710812446324,2023368
1710812446364,2024115
1710812446404,2025498
1710812446444,2027383
1710812446484,2029549
1710812446525,2031772
1710812446564,2034100
1710812446605,2038861
1710812446645,2041120
1710812446685,2043467
1710812446725,2042790
1710812446765,2038449
1710812446805,2034232
1710812446845,2031974
1710812446885,2031606
1710812446926,2032786
1710812446965,2034657
1710812447005,2036027
1710812447045,2036709
1710812447086,2036849
1710812447126,2037419
1710812447166,2038284
1710812447206,2039764
1710812447246,2041560
1710812447286,2043678
1710812447327,2045973
1710812447366,2048425
1710812447406,2050571
1710812447447,2052943
1710812447487,2055355
1710812447527,2056538
1710812447567,2054094
1710812447607,2050548
1710812447647,2048242
1710812447687,2047739
1710812447728,2048618
1710812447767,2050696
1710812447808,2052559
1710812447847,2053951
1710812447888,2054489
1710812447928,2055065
1710812447968,2055898
1710812448008,2057073
1710812448048,2058837
1710812448088,2060797
1710812448129,2062892
1710812448168,2065109
1710812448208,2067290
1710812448248,2069612
1710812448289,2069202
1710812448329,2065581
1710812448369,2062055
1710812448409,2059731
1710812448449,2059271
1710812448489,2060145
1710812448530,2061764
1710812448569,2063359
1710812448609,2063860
1710812448650,2063958
1710812448690,2064129
1710812448730,2064798
1710812448770,2065933
1710812448810,2067431
1710812448851,2069169
1710812448891,2071043
1710812448932,2072886
1710812448971,2074753
1710812449012,2073507
1710812449052,2068585
1710812449092,2063371
1710812449133,2059905
1710812449172,2058607
1710812449212,2058594
1710812449252,2059568
1710812449292,2060212
1710812449333,2059909
1710812449373,2059004
1710812449413,2058517
1710812449453,2058685
1710812449493,2059245
1710812449534,2060608
1710812449573,2062041
1710812449613,2063643
1710812449654,2065149
1710812449694,2066778
1710812449735,2065950
1710812449774,2059696
1710812449814,2052657
1710812449854,2047227
1710812449894,2044013
1710812449935,2042653
1710812449975,2042225
1710812450015,2041901
1710812450055,2040843
1710812450095,2039134
1710812450136,2037660
1710812450175,2037111
1710812450215,2037151
1710812450255,2037967
1710812450296,2038983
1710812450336,2040421
1710812450376,2041863
1710812450416,2043241
1710812450456,2044844
1710812450496,2043852
1710812450537,2037571
1710812450577,2029940
1710812450617,2024358
1710812450657,2021133
1710812450697,2019452
1710812450738,2018972
1710812450777,2018538
1710812450817,2017514
1710812450857,2015832
1710812450898,2014465
1710812450939,2014036
1710812450978,2014379
1710812451018,2015505
1710812451058,2016761
1710812451099,2018270
1710812451139,2019827
1710812451179,2021580
1710812451219,2023221
1710812451259,2025189
1710812451299,2027147
1710812451340,2026968
1710812451380,2021280
1710812451420,2014033
1710812451460,2008835
1710812451500,2005919
1710812451541,2004856
1710812451580,2005055
1710812451620,2005046
1710812451661,2004201
1710812451701,2002969
1710812451742,2001944
1710812451781,2001693
1710812451821,2002454
1710812451862,2003589
1710812451902,2005234
1710812451943,2007071
1710812451982,2008853
1710812452022,2010948
1710812452062,2012814
1710812452103,2014839
1710812452143,2017058
1710812452183,2019459
1710812452223,2020389
1710812452263,2015801
1710812452303,2009783
1710812452344,2005057
1710812452384,2003015
1710812452424,2002545
1710812452464,2003306
1710812452504,2004150
1710812452545,2004189
1710812452584,2003313
1710812452624,2002858
1710812452664,2003072
1710812452704,2004060
1710812452745,2005649
1710812452784,2007461
1710812452824,2009703
1710812452865,2011850
1710812452905,2014157
1710812452945,2016333
1710812452985,2018492
1710812453025,2020922
1710812453065,2023435
1710812453105,2023855
1710812453146,2019646
1710812453185,2014350
1710812453226,2011020
1710812453266,2009903
1710812453306,2010419
1710812453346,2011917
1710812453386,2013232
1710812453426,2013676
1710812453466,2013680
1710812453506,2013624
1710812453547,2014381
1710812453586,2015742
1710812453626,2017605
1710812453667,2019757
1710812453707,2022086
1710812453747,2024558
1710812453787,2027010
1710812453827,2029296
1710812453867,2031664
1710812453907,2034086
1710812453948,2036038
1710812453987,2033923
1710812454027,2029914
1710812454068,2026595
1710812454107,2025298
1710812454148,2025738
