time,ecg
1710812371197,68
1710812371205,71
1710812371213,73
1710812371220,76
1710812371228,73
1710812371236,66
1710812371243,73
1710812371251,130
1710812371259,287
1710812371265,564
1710812371273,794
1710812371281,662
1710812371289,100
1710812371297,-368
1710812371305,-264
1710812371312,-7
1710812371320,-2
1710812371328,0
1710812371335,63
1710812371343,56
1710812371351,44
1710812371358,68
1710812371366,80
1710812371374,80
1710812371382,88
1710812371389,95
1710812371397,98
1710812371405,100
1710812371412,103
1710812371420,103
1710812371428,112
1710812371435,122
1710812371443,127
1710812371451,139
1710812371457,157
1710812371465,169
1710812371473,174
1710812371481,186
1710812371489,201
1710812371497,203
1710812371504,198
1710812371512,198
1710812371520,196
1710812371527,181
1710812371535,159
1710812371543,134
1710812371550,107
1710812371558,71
1710812371566,44
1710812371573,31
1710812371581,19
1710812371589,4
1710812371596,-2
1710812371604,0
1710812371612,-2
1710812371619,-9
1710812371627,-2
1710812371635,9
1710812371641,14
1710812371649,12
1710812371657,17
1710812371665,19
1710812371673,24
1710812371681,29
1710812371689,34
1710812371696,39
1710812371704,46
1710812371712,49
1710812371719,46
1710812371727,51
1710812371735,58
1710812371742,61
1710812371750,61
1710812371758,63
1710812371765,56
1710812371773,49
1710812371781,46
1710812371788,51
1710812371796,56
1710812371804,53
1710812371811,49
1710812371819,56
1710812371827,61
1710812371833,58
1710812371841,63
1710812371849,68
1710812371857,68
1710812371865,68
1710812371873,73
1710812371880,78
1710812371888,78
1710812371896,78
1710812371903,78
1710812371911,80
1710812371919,83
1710812371927,85
1710812371934,88
1710812371942,90
1710812371950,83
1710812371957,68
1710812371965,63
1710812371973,66
1710812371980,66
1710812371988,73
1710812371996,85
1710812372003,100
1710812372011,117
1710812372019,122
1710812372025,110
1710812372033,85
1710812372041,78
1710812372049,80
1710812372057,83
1710812372065,88
1710812372072,85
1710812372080,78
1710812372088,83
1710812372095,112
1710812372103,213
1710812372111,449
1710812372118,736
1710812372126,777
1710812372134,345
1710812372141,-267
1710812372149,-402
1710812372157,-98
1710812372164,22
1710812372172,-17
1710812372180,41
1710812372187,73
1710812372195,49
1710812372203,58
1710812372211,78
1710812372217,73
1710812372225,78
1710812372233,93
1710812372241,103
1710812372249,105
1710812372257,112
1710812372264,120
1710812372272,127
1710812372280,130
1710812372287,134
1710812372295,142
1710812372303,152
1710812372310,157
1710812372318,164
1710812372326,179
1710812372333,198
1710812372341,206
1710812372349,208
1710812372356,215
1710812372364,213
1710812372372,196
1710812372379,179
1710812372387,159
1710812372395,127
1710812372401,93
1710812372409,66
1710812372417,46
1710812372425,34
1710812372433,24
1710812372441,22
1710812372448,24
1710812372456,24
1710812372464,26
1710812372472,31
1710812372479,36
1710812372487,36
1710812372495,36
1710812372502,39
1710812372510,46
1710812372518,46
1710812372525,41
1710812372533,46
1710812372541,51
1710812372548,46
1710812372556,46
1710812372564,58
1710812372571,63
1710812372579,63
1710812372587,66
1710812372593,68
1710812372601,68
1710812372609,66
1710812372617,61
1710812372625,58
1710812372633,53
1710812372640,44
1710812372648,49
1710812372656,56
1710812372663,56
1710812372671,51
1710812372679,49
1710812372686,53
1710812372694,58
1710812372702,61
1710812372709,66
1710812372717,71
1710812372725,73
1710812372732,71
1710812372740,76
1710812372748,80
1710812372756,78
1710812372763,80
1710812372771,85
1710812372779,88
1710812372785,85
1710812372793,80
1710812372801,80
1710812372809,80
1710812372817,80
1710812372825,88
1710812372832,103
1710812372840,112
1710812372848,120
1710812372855,122
1710812372863,107
1710812372871,85
1710812372878,76
1710812372886,85
1710812372894,93
1710812372901,95
1710812372909,98
1710812372917,95
1710812372924,100
1710812372932,127
1710812372940,228
1710812372947,468
1710812372955,753
1710812372963,775
1710812372969,316
1710812372977,-294
1710812372985,-375
1710812372993,-49
1710812373001,46
1710812373009,2
1710812373017,71
1710812373024,95
1710812373032,58
1710812373040,73
1710812373047,98
1710812373055,93
1710812373063,88
1710812373070,93
1710812373078,105
1710812373086,112
1710812373093,112
1710812373101,117
1710812373109,125
1710812373116,134
1710812373124,142
1710812373132,142
1710812373139,142
1710812373147,147
1710812373155,154
1710812373161,161
1710812373169,174
1710812373177,186
1710812373185,191
1710812373193,186
1710812373201,184
1710812373208,176
1710812373216,152
1710812373224,127
1710812373231,105
1710812373239,78
1710812373247,51
1710812373254,39
1710812373262,31
1710812373270,22
1710812373278,17
1710812373285,14
1710812373293,17
1710812373301,24
1710812373308,26
1710812373316,34
1710812373324,41
1710812373331,41
1710812373339,46
1710812373347,58
1710812373353,63
1710812373361,66
1710812373369,66
1710812373377,68
1710812373385,68
1710812373393,66
1710812373400,68
1710812373408,76
1710812373416,76
1710812373423,76
1710812373431,78
1710812373439,80
1710812373446,80
1710812373454,80
1710812373462,83
1710812373469,80
1710812373477,78
1710812373485,80
1710812373492,83
1710812373500,85
1710812373508,85
1710812373515,80
1710812373523,78
1710812373531,78
1710812373537,78
1710812373545,78
1710812373553,80
1710812373561,80
1710812373569,78
1710812373577,73
1710812373585,73
1710812373592,78
1710812373600,80
1710812373608,80
1710812373615,85
1710812373623,90
1710812373631,88
1710812373638,76
1710812373646,68
1710812373654,73
1710812373661,88
1710812373669,103
1710812373677,112
1710812373684,125
1710812373692,117
1710812373700,85
1710812373707,68
1710812373715,83
1710812373723,83
1710812373729,73
1710812373737,78
1710812373745,80
1710812373753,71
1710812373761,90
1710812373769,181
1710812373776,399
1710812373784,679
1710812373792,745
1710812373799,338
1710812373807,-291
1710812373815,-439
1710812373823,-105
1710812373830,34
1710812373838,-17
1710812373846,44
1710812373853,88
1710812373861,58
1710812373869,68
1710812373876,88
1710812373884,85
1710812373892,90
1710812373899,103
1710812373907,107
1710812373915,110
1710812373921,115
1710812373929,112
1710812373937,112
1710812373945,117
1710812373953,125
1710812373961,132
1710812373968,142
1710812373976,152
1710812373984,161
1710812373991,171
1710812373999,179
1710812374007,188
1710812374014,196
1710812374022,188
1710812374030,176
1710812374037,174
1710812374045,159
1710812374053,134
1710812374060,110
1710812374068,85
1710812374076,66
1710812374083,46
1710812374091,31
1710812374099,26
1710812374107,19
1710812374113,7
1710812374121,7
1710812374129,17
1710812374137,22
1710812374145,19
1710812374153,17
1710812374160,24
1710812374168,34
1710812374176,39
1710812374183,46
1710812374191,53
1710812374199,53
1710812374206,51
1710812374214,56
1710812374222,63
1710812374229,68
1710812374237,66
1710812374245,66
1710812374252,68
1710812374260,63
1710812374268,58
1710812374275,58
1710812374283,63
1710812374291,61
1710812374297,53
1710812374305,51
1710812374313,53
1710812374321,41
1710812374329,26
1710812374337,36
1710812374344,44
1710812374352,39
1710812374360,41
1710812374367,51
1710812374375,53
1710812374383,51
1710812374391,49
1710812374398,51
1710812374406,56
1710812374414,63
1710812374421,63
1710812374429,56
1710812374437,51
1710812374444,58
1710812374452,71
1710812374460,76
1710812374467,83
1710812374475,88
1710812374483,88
1710812374489,83
1710812374497,61
1710812374505,41
1710812374513,51
1710812374521,56
1710812374529,49
1710812374536,51
1710812374544,61
1710812374552,66
1710812374559,88
1710812374567,184
1710812374575,404
1710812374582,662
1710812374590,684
1710812374598,252
1710812374605,-326
1710812374613,-397
1710812374621,-78
1710812374628,9
1710812374636,-34
1710812374644,44
1710812374652,71
1710812374659,26
1710812374667,41
1710812374675,71
1710812374681,58
1710812374689,56
1710812374697,71
1710812374705,68
1710812374713,61
1710812374721,73
1710812374728,88
1710812374736,90
1710812374744,88
1710812374751,90
1710812374759,98
1710812374767,105
1710812374774,115
1710812374782,122
1710812374790,134
1710812374797,144
1710812374805,144
1710812374813,139
1710812374820,137
1710812374828,127
1710812374836,110
1710812374843,90
1710812374851,78
1710812374859,58
1710812374865,31
1710812374873,12
1710812374881,0
1710812374889,-12
1710812374897,-19
1710812374905,-14
1710812374912,-12
1710812374920,-17
1710812374928,-14
1710812374936,0
1710812374943,2
1710812374951,4
1710812374959,14
1710812374966,24
1710812374974,22
1710812374982,26
1710812374989,34
1710812374997,36
1710812375005,39
1710812375012,34
1710812375020,22
1710812375028,26
1710812375035,36
1710812375043,34
1710812375051,36
1710812375057,46
1710812375065,46
1710812375073,41
1710812375081,41
1710812375089,49
1710812375097,53
1710812375104,53
1710812375112,53
1710812375120,53
1710812375127,53
1710812375135,53
1710812375143,58
1710812375150,53
1710812375158,44
1710812375166,46
1710812375173,51
1710812375181,51
1710812375189,51
1710812375197,51
1710812375204,51
1710812375212,58
1710812375220,71
1710812375227,85
1710812375235,95
1710812375243,90
1710812375249,51
1710812375257,26
1710812375265,44
1710812375273,58
1710812375281,58
1710812375289,58
1710812375296,63
1710812375304,61
1710812375312,66
1710812375319,122
1710812375327,294
1710812375335,566
1710812375342,718
1710812375350,480
1710812375358,-80
1710812375365,-375
1710812375373,-152
1710812375381,14
1710812375388,-44
1710812375396,-4
1710812375404,61
1710812375411,26
1710812375419,24
1710812375427,58
1710812375433,53
1710812375441,49
1710812375449,66
1710812375457,73
1710812375465,76
1710812375473,80
1710812375481,85
1710812375488,88
1710812375496,90
1710812375504,100
1710812375511,107
1710812375519,115
1710812375527,130
1710812375534,147
1710812375542,152
1710812375550,159
1710812375557,166
1710812375565,166
1710812375573,166
1710812375580,161
1710812375588,149
1710812375596,130
1710812375603,115
1710812375611,100
1710812375619,76
1710812375625,56
1710812375633,44
1710812375641,24
1710812375649,9
1710812375657,0
1710812375665,-9
1710812375672,-12
1710812375680,-12
1710812375688,-7
1710812375695,0
1710812375703,9
1710812375711,17
1710812375718,17
1710812375726,19
1710812375734,19
1710812375742,19
1710812375749,24
1710812375757,29
1710812375765,31
1710812375772,34
1710812375780,36
1710812375788,44
1710812375795,46
1710812375803,46
1710812375811,51
1710812375817,56
1710812375825,49
1710812375833,44
1710812375841,53
1710812375849,61
1710812375857,49
1710812375864,49
1710812375872,58
1710812375880,58
1710812375887,63
1710812375895,73
1710812375903,71
1710812375910,58
1710812375918,56
1710812375926,68
1710812375933,71
1710812375941,71
1710812375949,88
1710812375956,105
1710812375964,105
1710812375972,78
1710812375979,46
1710812375987,44
1710812375995,49
1710812376001,41
1710812376009,51
1710812376017,56
1710812376025,46
1710812376033,46
1710812376041,71
1710812376049,137
1710812376056,306
1710812376064,574
1710812376072,728
1710812376079,485
1710812376087,-76
1710812376095,-363
1710812376102,-139
1710812376110,26
1710812376118,-36
1710812376125,-7
1710812376133,63
1710812376141,44
1710812376148,39
1710812376156,58
1710812376164,53
1710812376171,53
1710812376179,71
1710812376187,73
1710812376193,68
1710812376201,78
1710812376209,93
1710812376217,100
1710812376225,110
1710812376233,120
1710812376240,117
1710812376248,125
1710812376256,144
1710812376263,157
1710812376271,159
1710812376279,159
1710812376287,159
1710812376294,164
1710812376302,169
1710812376310,161
1710812376317,152
1710812376325,144
1710812376333,120
1710812376340,83
1710812376348,61
1710812376356,58
1710812376363,41
1710812376371,24
1710812376379,26
1710812376385,24
1710812376393,12
1710812376401,14
1710812376409,22
1710812376417,22
1710812376425,24
1710812376432,39
1710812376440,49
1710812376448,41
1710812376455,31
1710812376463,34
1710812376471,51
1710812376478,51
1710812376486,34
1710812376494,36
1710812376501,51
1710812376509,49
1710812376517,39
1710812376524,46
1710812376532,46
1710812376540,26
1710812376547,17
1710812376555,29
1710812376563,34
1710812376571,31
1710812376577,39
1710812376585,39
1710812376593,36
1710812376601,41
1710812376609,44
1710812376617,44
1710812376624,53
1710812376632,58
1710812376640,49
1710812376647,46
1710812376655,61
1710812376663,80
1710812376670,85
1710812376678,78
1710812376686,63
1710812376693,39
1710812376701,29
1710812376709,44
1710812376716,58
1710812376724,53
1710812376732,44
1710812376739,49
1710812376747,58
1710812376755,73
1710812376761,139
1710812376769,328
1710812376777,610
1710812376785,755
1710812376793,493
1710812376801,-68
1710812376808,-358
1710812376816,-144
1710812376824,17
1710812376832,-46
1710812376839,-4
1710812376847,73
1710812376855,44
1710812376862,34
1710812376870,63
1710812376878,66
1710812376885,73
1710812376893,93
1710812376901,90
1710812376908,93
1710812376916,112
1710812376924,117
1710812376931,112
1710812376939,125
1710812376947,134
1710812376953,142
1710812376961,154
1710812376969,161
1710812376977,166
1710812376985,176
1710812376993,181
1710812377000,191
1710812377008,201
1710812377016,198
1710812377023,188
1710812377031,184
1710812377039,171
1710812377046,142
1710812377054,105
1710812377062,88
1710812377069,76
1710812377077,53
1710812377085,36
1710812377093,26
1710812377100,22
1710812377108,26
1710812377116,34
1710812377123,36
1710812377131,36
1710812377139,31
1710812377145,34
1710812377153,44
1710812377161,44
1710812377169,41
1710812377177,49
1710812377185,49
1710812377192,51
1710812377200,58
1710812377208,58
1710812377215,49
1710812377223,51
1710812377231,58
1710812377238,56
1710812377246,56
1710812377254,61
1710812377261,58
1710812377269,53
1710812377277,53
1710812377284,58
1710812377292,66
1710812377300,56
1710812377307,46
1710812377315,56
1710812377323,61
1710812377329,49
1710812377337,49
1710812377345,53
1710812377353,51
1710812377361,49
1710812377369,58
1710812377377,76
1710812377384,83
1710812377392,88
1710812377400,80
1710812377407,58
1710812377415,41
1710812377423,49
1710812377430,56
1710812377438,58
1710812377446,63
1710812377453,66
1710812377461,63
1710812377469,63
1710812377476,110
1710812377484,262
1710812377492,534
1710812377499,763
1710812377507,647
1710812377515,115
1710812377521,-336
1710812377529,-238
1710812377537,-9
1710812377545,-34
1710812377553,-22
1710812377561,66
1710812377568,51
1710812377576,29
1710812377584,61
1710812377591,73
1710812377599,73
1710812377607,85
1710812377614,90
1710812377622,90
1710812377630,98
1710812377637,105
1710812377645,112
1710812377653,125
1710812377660,132
1710812377668,137
1710812377676,147
1710812377684,157
1710812377691,161
1710812377699,176
1710812377707,191
1710812377713,198
1710812377721,201
1710812377729,201
1710812377737,196
1710812377745,181
1710812377753,157
1710812377760,139
1710812377768,120
1710812377776,88
1710812377783,63
1710812377791,51
1710812377799,31
1710812377806,12
1710812377814,9
1710812377822,9
1710812377829,9
1710812377837,12
1710812377845,17
1710812377852,26
1710812377860,26
1710812377868,22
1710812377875,29
1710812377883,39
1710812377891,36
1710812377897,34
1710812377905,39
1710812377913,51
1710812377921,56
1710812377929,58
1710812377937,58
1710812377945,63
1710812377952,68
1710812377960,68
1710812377968,63
1710812377975,63
1710812377983,68
1710812377991,71
1710812377998,71
1710812378006,68
1710812378014,71
1710812378021,71
1710812378029,68
1710812378037,71
1710812378044,76
1710812378052,73
1710812378060,73
1710812378067,73
1710812378075,63
1710812378083,63
1710812378089,71
1710812378097,73
1710812378105,68
1710812378113,78
1710812378121,98
1710812378129,100
1710812378136,93
1710812378144,80
1710812378152,61
1710812378159,51
1710812378167,58
1710812378175,68
1710812378183,61
1710812378190,51
1710812378198,46
1710812378206,49
1710812378213,63
1710812378221,142
1710812378229,345
1710812378236,650
1710812378244,785
1710812378252,463
1710812378259,-149
1710812378267,-412
1710812378275,-174
1710812378281,-14
1710812378289,-41
1710812378297,9
1710812378305,53
1710812378313,31
1710812378321,41
1710812378328,66
1710812378336,66
1710812378344,71
1710812378351,83
1710812378359,90
1710812378367,98
1710812378374,103
1710812378382,110
1710812378390,117
1710812378397,127
1710812378405,134
1710812378413,144
1710812378420,159
1710812378428,169
1710812378436,174
1710812378443,184
1710812378451,198
1710812378459,208
1710812378467,208
1710812378473,208
1710812378481,206
1710812378489,193
1710812378497,174
1710812378505,152
1710812378513,125
1710812378520,93
1710812378528,68
1710812378536,56
1710812378543,46
1710812378551,34
1710812378559,29
1710812378566,31
1710812378574,34
1710812378582,36
1710812378589,39
1710812378597,41
1710812378605,49
1710812378612,51
1710812378620,49
1710812378628,53
1710812378635,61
1710812378643,63
1710812378651,68
1710812378657,76
1710812378665,78
1710812378673,83
1710812378681,85
1710812378689,78
1710812378697,71
1710812378704,71
1710812378712,73
1710812378720,73
1710812378728,76
1710812378735,76
1710812378743,73
1710812378751,73
1710812378758,71
1710812378766,58
1710812378774,53
1710812378781,63
1710812378789,61
1710812378797,53
1710812378804,61
1710812378812,63
1710812378820,58
1710812378827,63
1710812378835,68
1710812378843,73
1710812378849,73
1710812378857,68
1710812378865,63
1710812378873,63
1710812378881,61
1710812378889,68
1710812378896,83
1710812378904,95
1710812378912,105
1710812378919,107
1710812378927,90
1710812378935,68
1710812378942,61
1710812378950,66
1710812378958,71
1710812378965,73
1710812378973,68
1710812378981,63
1710812378988,76
1710812378996,107
1710812379004,213
1710812379012,463
1710812379019,758
1710812379027,780
1710812379035,326
1710812379041,-264
1710812379049,-358
1710812379057,-71
1710812379065,22
1710812379073,-2
1710812379081,58
1710812379088,76
1710812379096,51
1710812379104,73
1710812379111,98
1710812379119,90
1710812379127,90
1710812379134,103
1710812379142,110
1710812379150,110
1710812379157,110
1710812379165,115
1710812379173,127
1710812379180,132
1710812379188,139
1710812379196,142
1710812379203,142
1710812379211,154
1710812379219,171
1710812379225,186
1710812379233,198
1710812379241,211
1710812379249,215
1710812379257,218
1710812379265,215
1710812379273,201
1710812379280,181
1710812379288,159
1710812379296,127
1710812379303,95
1710812379311,71
1710812379319,53
1710812379326,39
1710812379334,19
1710812379342,4
1710812379349,12
1710812379357,19
1710812379365,19
1710812379372,24
1710812379380,34
1710812379388,41
1710812379395,44
1710812379403,49
1710812379411,51
1710812379417,49
1710812379425,51
1710812379433,58
1710812379441,58
1710812379449,58
1710812379457,63
1710812379464,68
1710812379472,68
1710812379480,71
1710812379487,73
1710812379495,76
1710812379503,78
1710812379510,73
1710812379518,66
1710812379526,68
1710812379534,73
1710812379541,73
1710812379549,71
1710812379557,73
1710812379564,78
1710812379572,76
1710812379580,73
1710812379587,76
1710812379595,73
1710812379603,68
1710812379609,68
1710812379617,71
1710812379625,73
1710812379633,71
1710812379641,71
1710812379649,73
1710812379656,76
1710812379664,76
1710812379672,76
1710812379679,71
1710812379687,56
1710812379695,46
1710812379702,51
1710812379710,61
1710812379718,68
1710812379725,85
1710812379733,98
1710812379741,83
1710812379748,61
1710812379756,53
1710812379764,61
1710812379771,68
1710812379779,68
1710812379787,73
1710812379793,80
1710812379801,83
1710812379809,98
1710812379817,174
1710812379825,387
1710812379833,694
1710812379841,814
1710812379848,473
1710812379856,-152
1710812379864,-407
1710812379871,-154
1710812379879,9
1710812379887,-19
1710812379894,29
1710812379902,71
1710812379910,46
1710812379917,53
1710812379925,80
1710812379933,78
1710812379940,80
1710812379948,95
1710812379956,103
1710812379963,103
1710812379971,110
1710812379979,122
1710812379985,130
1710812379993,134
1710812380001,147
1710812380009,159
1710812380017,164
1710812380025,169
1710812380032,179
1710812380040,196
1710812380048,206
1710812380055,208
1710812380063,218
1710812380071,225
1710812380079,218
1710812380086,206
1710812380094,191
1710812380102,169
1710812380109,139
1710812380117,112
1710812380125,85
1710812380132,61
1710812380140,39
1710812380148,26
1710812380155,24
1710812380163,26
1710812380171,26
1710812380177,24
1710812380185,26
1710812380193,34
1710812380201,34
1710812380209,29
1710812380217,31
1710812380224,36
1710812380232,36
1710812380240,34
1710812380247,44
1710812380255,51
1710812380263,51
1710812380270,58
1710812380278,61
1710812380286,63
1710812380293,66
1710812380301,66
1710812380309,66
1710812380316,66
1710812380324,63
1710812380332,58
1710812380339,61
1710812380347,63
1710812380355,61
1710812380363,61
1710812380369,66
1710812380377,63
1710812380385,51
1710812380393,51
1710812380401,61
1710812380409,63
1710812380416,61
1710812380424,58
1710812380432,61
1710812380439,63
1710812380447,56
1710812380455,56
1710812380462,66
1710812380470,63
1710812380478,61
1710812380485,71
1710812380493,76
1710812380501,76
1710812380508,73
1710812380516,68
1710812380524,68
1710812380531,76
1710812380539,85
1710812380547,98
1710812380553,112
1710812380561,117
1710812380569,103
1710812380577,78
1710812380585,68
1710812380593,73
1710812380600,78
1710812380608,83
1710812380616,88
1710812380624,88
1710812380631,85
1710812380639,103
1710812380647,169
1710812380654,353
1710812380662,645
1710812380670,802
1710812380677,522
1710812380685,-103
1710812380693,-426
1710812380700,-174
1710812380708,31
1710812380716,-19
1710812380723,12
1710812380731,78
1710812380739,49
1710812380745,36
1710812380753,66
1710812380761,73
1710812380769,71
1710812380777,83
1710812380785,93
1710812380792,95
1710812380800,105
1710812380808,112
1710812380815,117
1710812380823,125
1710812380831,134
1710812380838,142
1710812380846,152
1710812380854,161
1710812380861,174
1710812380869,188
1710812380877,201
1710812380884,211
1710812380892,215
1710812380900,220
1710812380908,215
1710812380915,198
1710812380923,169
1710812380931,147
1710812380937,125
1710812380945,98
1710812380953,68
1710812380961,51
1710812380969,41
1710812380977,26
1710812380984,19
1710812380992,22
1710812381000,29
1710812381007,29
1710812381015,26
1710812381023,26
1710812381030,36
1710812381038,36
1710812381046,29
1710812381053,31
1710812381061,39
1710812381069,39
1710812381076,46
1710812381084,53
1710812381092,56
1710812381099,53
1710812381107,49
1710812381115,51
1710812381121,58
1710812381129,58
1710812381137,58
1710812381145,63
1710812381153,61
1710812381161,58
1710812381169,58
1710812381176,63
1710812381184,66
1710812381192,63
1710812381199,66
1710812381207,68
1710812381215,63
1710812381222,53
1710812381230,53
1710812381238,63
1710812381245,63
1710812381253,61
1710812381261,63
1710812381268,71
1710812381276,73
1710812381284,66
1710812381291,63
1710812381299,68
1710812381307,68
1710812381313,68
1710812381321,78
1710812381329,80
1710812381337,76
1710812381345,71
1710812381353,68
1710812381360,80
1710812381368,100
1710812381376,110
1710812381383,120
1710812381391,130
1710812381399,117
1710812381406,80
1710812381414,71
1710812381422,88
1710812381430,90
1710812381437,83
1710812381445,88
1710812381453,93
1710812381460,88
1710812381468,112
1710812381476,235
1710812381483,493
1710812381491,750
1710812381499,706
1710812381505,191
1710812381513,-370
1710812381521,-341
1710812381529,-14
1710812381537,34
1710812381545,7
1710812381552,85
1710812381560,95
1710812381568,66
1710812381575,85
1710812381583,93
1710812381591,80
1710812381598,90
1710812381606,105
1710812381614,103
1710812381621,107
1710812381629,117
1710812381637,117
1710812381644,112
1710812381652,115
1710812381660,122
1710812381667,130
1710812381675,139
1710812381683,154
1710812381689,171
1710812381697,186
1710812381705,193
1710812381713,196
1710812381721,193
1710812381729,193
1710812381737,191
1710812381744,181
1710812381752,161
1710812381760,134
1710812381767,103
1710812381775,76
1710812381783,51
1710812381790,31
1710812381798,22
1710812381806,14
1710812381813,7
1710812381821,2
1710812381829,2
1710812381836,7
1710812381844,14
1710812381852,17
1710812381859,22
1710812381867,31
1710812381875,39
1710812381881,41
1710812381889,46
1710812381897,49
1710812381905,46
1710812381913,51
1710812381921,56
1710812381928,58
1710812381936,58
1710812381944,61
1710812381951,63
1710812381959,63
1710812381967,66
1710812381975,66
1710812381982,66
1710812381990,66
1710812381998,61
1710812382005,56
1710812382013,53
1710812382021,58
1710812382028,58
1710812382036,58
1710812382044,61
1710812382051,66
1710812382059,68
1710812382067,68
1710812382073,68
1710812382081,71
1710812382089,71
1710812382097,73
1710812382105,78
1710812382113,80
1710812382120,80
1710812382128,78
1710812382136,83
1710812382143,80
1710812382151,68
1710812382159,58
1710812382166,58
1710812382174,63
1710812382182,66
1710812382189,76
1710812382197,95
1710812382205,107
1710812382212,98
1710812382220,66
1710812382228,39
1710812382235,41
1710812382243,53
1710812382251,58
1710812382259,61
1710812382265,61
1710812382273,61
1710812382281,83
1710812382289,171
1710812382297,390
1710812382305,669
1710812382312,740
1710812382320,348
1710812382328,-277
1710812382335,-434
1710812382343,-105
1710812382351,36
1710812382358,-19
1710812382366,31
1710812382374,71
1710812382381,39
1710812382389,49
1710812382397,71
1710812382404,63
1710812382412,66
1710812382420,80
1710812382427,85
1710812382435,93
1710812382443,100
1710812382449,98
1710812382457,100
1710812382465,110
1710812382473,125
1710812382481,137
1710812382489,144
1710812382496,152
1710812382504,166
1710812382512,181
1710812382520,193
1710812382527,201
1710812382535,198
1710812382543,181
1710812382550,159
1710812382558,149
1710812382566,134
1710812382573,98
1710812382581,66
1710812382589,49
1710812382596,31
1710812382604,9
1710812382612,-2
1710812382619,-2
1710812382627,-4
1710812382635,-12
1710812382641,-14
1710812382649,-7
1710812382657,-2
1710812382665,4
1710812382673,7
1710812382681,12
1710812382688,19
1710812382696,19
1710812382704,19
1710812382711,26
1710812382719,26
1710812382727,19
1710812382734,19
1710812382742,24
1710812382750,29
1710812382757,29
1710812382765,26
1710812382773,29
1710812382781,34
1710812382788,36
1710812382796,44
1710812382804,44
1710812382811,36
1710812382819,36
1710812382827,41
1710812382833,41
1710812382841,41
1710812382849,46
1710812382857,51
1710812382865,49
1710812382873,51
1710812382880,53
1710812382888,51
1710812382896,46
1710812382903,46
1710812382911,46
1710812382919,49
1710812382926,49
1710812382934,41
1710812382942,39
1710812382949,44
1710812382957,46
1710812382965,51
1710812382972,63
1710812382980,83
1710812382988,90
1710812382995,83
1710812383003,53
1710812383011,34
1710812383017,41
1710812383025,49
1710812383033,56
1710812383041,63
1710812383049,63
1710812383057,58
1710812383065,76
1710812383072,147
1710812383080,323
1710812383088,583
1710812383095,706
1710812383103,422
1710812383111,-161
1710812383118,-404
1710812383126,-137
1710812383134,14
1710812383141,-49
1710812383149,7
1710812383157,76
1710812383164,49
1710812383172,46
1710812383180,66
1710812383187,61
1710812383195,68
1710812383203,85
1710812383209,85
1710812383217,83
1710812383225,93
1710812383233,98
1710812383241,93
1710812383249,85
1710812383256,90
1710812383264,93
1710812383272,90
1710812383279,103
1710812383287,122
1710812383295,134
1710812383303,147
1710812383310,159
1710812383318,164
1710812383326,164
1710812383333,157
1710812383341,144
1710812383349,130
1710812383356,112
1710812383364,88
1710812383372,61
1710812383379,31
1710812383387,14
1710812383395,9
1710812383401,4
1710812383409,0
1710812383417,-4
1710812383425,-4
1710812383433,2
1710812383441,7
1710812383448,9
1710812383456,19
1710812383464,19
1710812383471,14
1710812383479,19
1710812383487,31
1710812383494,39
1710812383502,36
1710812383510,36
1710812383517,46
1710812383525,56
1710812383533,56
1710812383540,56
1710812383548,58
1710812383556,61
1710812383563,63
1710812383571,61
1710812383579,56
1710812383587,58
1710812383593,61
1710812383601,58
1710812383609,61
1710812383617,58
1710812383625,49
1710812383633,51
1710812383640,63
1710812383648,56
1710812383656,49
1710812383663,61
1710812383671,61
1710812383679,51
1710812383686,53
1710812383694,58
1710812383702,68
1710812383709,93
1710812383717,103
1710812383725,95
1710812383732,76
1710812383740,51
1710812383748,36
1710812383755,39
1710812383763,44
1710812383771,49
1710812383777,53
1710812383785,56
1710812383793,56
1710812383801,61
1710812383809,130
1710812383817,328
1710812383824,596
1710812383832,684
1710812383840,360
1710812383848,-191
1710812383855,-353
1710812383863,-90
1710812383871,7
1710812383878,-56
1710812383886,14
1710812383894,76
1710812383901,39
1710812383909,44
1710812383917,73
1710812383924,68
1710812383932,71
1710812383940,88
1710812383947,83
1710812383955,83
1710812383963,98
1710812383969,110
1710812383977,105
1710812383985,107
1710812383993,127
1710812384001,144
1710812384009,142
1710812384016,134
1710812384024,147
1710812384032,169
1710812384039,181
1710812384047,176
1710812384055,179
1710812384062,186
1710812384070,181
1710812384078,157
1710812384085,137
1710812384093,127
1710812384101,100
1710812384109,71
1710812384116,51
1710812384124,31
1710812384132,19
1710812384139,26
1710812384147,19
1710812384155,0
1710812384161,-2
1710812384169,12
1710812384177,14
1710812384185,9
1710812384193,9
1710812384201,17
1710812384208,26
1710812384216,26
1710812384224,24
1710812384231,26
1710812384239,31
1710812384247,36
1710812384254,36
1710812384262,29
1710812384270,24
1710812384277,24
1710812384285,31
1710812384293,39
1710812384300,31
1710812384308,29
1710812384316,41
1710812384323,36
1710812384331,24
1710812384339,26
1710812384345,29
1710812384353,24
1710812384361,14
1710812384369,17
1710812384377,24
1710812384385,19
1710812384392,17
1710812384400,26
1710812384408,29
1710812384416,41
1710812384423,66
1710812384431,66
1710812384439,46
1710812384446,34
1710812384454,22
1710812384462,17
1710812384469,14
1710812384477,17
1710812384485,26
1710812384492,31
1710812384500,26
1710812384508,26
1710812384515,63
1710812384523,157
